47 28
#############
#...........#    ###########################
#.....s.....######w........................#
#..........................####............#
#####.......######....s....#  #.....@......#
    #....g..#    #.........#  #............#
    #.......#    #.........####............#
    #......p#    #.........................#
    #..######    ###..######################
    #..#           #..#    ###w...b#
    #..c           #..#    #...#####
    #..#         ###..######.###
  ###..####      #............#
  #.......#      #.....h......#
  #.......########............###########
  #....................s................#
  #.....K.########......................######
  #.......#      #............s..............#
  #..b...w#      #...........t.t.............#
  #....####      #############.###############
  #....#                     #.#
  #....###################   #b#
  #......................#   #y#
  #....s.................#   ###
  #......g.....###########
  #............#
  #............#
  ##############


